#,✓,Name,Quiddity,Rank,Power,Momentum,Target Momentum,Freeze Ticks
23,X,Emdre,Manipulation,14,85.9309349594715,0.387580184552362,0.620228138097518,2,~,#0.1,#-0.5,#0,#0.25,#0,#0.1,#0.4,#0.2,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
21,X,Helade,the Soul,3,81.795830697047,-0.359075132355875,-0.204942916807482,1,#-0.1,~,#0.1,#0.3,#0.2,#0,#0,#-0.3,#0.1,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
24,X,Vandine,Law,7,79.2511626135203,0.170324216118586,-0.527495813370333,4,#-0.5,#0.15,~,#-0.1,#0.3,#0,#-0.1,#-0.4,-0.4,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
32,X,Azimech,Propagation,19,78.8038330775669,0.157944076346797,-0.175463235281502,2,#0,#0.3,#0,~,#0.3,#0,#0.3,#-0.4,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
10,X,Abcadef,Language,23,71.8175068290813,0.211966591307704,0.837558702558246,4,#0.2,#0.2,#0.3,#0.3,~,#0,#-0.1,#-0.2,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
26,X,Oroz,Paths,44,33.3395647808742,0.441127280874203,1.7086141375587,4,#0,#0,#0,#0,#0,~,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
37,X,Tiveal,Flight,49,29.2294273890951,0.0965620990007449,-0.629575706313251,1,#0,#0.05,#-0.1,#0.3,#-0.1,#0,~,#-0.4,#-0.2,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
52,X,Zere,Poison,46,26.5908543103143,-0.320221111553293,0.511114168548517,0,#0.4,#-0.2,#-0.4,#-0.4,#-0.2,#0,#-0.5,~,#0.1,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
25,X,Vicunius,Apathy,63,7.53273424452496,0.0807645816475879,0.301108343991425,1,#0.2,#0,-0.2,#-0.2,#0.1,#0,#-0.2,#0.15,~,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
8,/,Coron,Isolation,59,0,0,0,0,#0,#0,#0,#0,#0,#0,#0,#0,#0,~,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
