#,✓,Name,Quiddity,Rank,Power,Momentum,Target Momentum,Freeze Ticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,X,Helade,Goddess of the Soul,3,85.32620798,-0.05732318916,-0.9829069716,2,~,#-0.1,#0.3,#0.1,#0.2,#-0.3,#0,#0.1,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
23,X,Emdre,Goddess of Manipulation,14,84.73881594,0.4160213701,0.6371191899,2,#0.1,~,#0,#-0.5,#0.25,#0.4,#0.1,#0.2,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
32,X,Azimech,God of Propagation,19,76.72392747,0.6157355735,1.05230949,2,#0.3,#0,~,#0,#0.3,#-0.4,#0.3,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
24,X,Vandine,God of Law,7,75.45841806,0.9631147696,1.271846099,2,#0.15,#-0.5,#-0.1,~,#0.3,#-0.4,#-0.1,#-0.4,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
10,X,Abcadef,God of Language,23,71.62474764,0.3742998361,-0.1031152678,5,#0.2,#0.2,#0.3,#0.3,~,#-0.2,#-0.1,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
52,X,Zere,Goddess of Poison,46,28.56511775,-0.1571718488,-0.7331917363,5,#-0.2,#0.4,#-0.4,#-0.4,#-0.2,~,#-0.5,#0.1,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
37,X,Tiveal,Goddess of Flight,49,23.9140081,0.9329871721,1.137810391,0,#0,#0,#0.3,#-0.1,#-0.1,#-0.5,~,#-0.2,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
25,X,Vicunius,God of Apathy,63,7.226753355,-0.296372882,-0.6185549348,0,#0,#0.2,#-0.2,#-0.2,#0.1,#0.15,#-0.2,~,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
1,,Pospathiakel,God of Details,58,0,0,0,0,#0,#0,#0,#0,#0,#0,#0,#0,~,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
2,,Ekta,Goddess of Outbursts,28,0,0,0,0,#0,#0,#0,#0,#0,#0,#0,#0,#0,~,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0
